iid,gender,pid,match,int_corr,samerace,dec_o,age,income,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
92,0,96,0,0.56,0,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,97,1,0.17,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,98,1,0.41,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,99,1,0.59,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,100,0,0.54,0,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,101,0,0.16,0,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,102,0,0.12,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,103,0,0.2,1,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,104,0,0.8,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,105,1,0.03,0,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,106,0,0.06,0,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,107,1,0.8,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,108,0,0.72,1,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,109,1,0.6,0,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,110,1,0.75,1,1,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
92,0,111,0,0.5,0,0,29,"21,597.00",Microfinancing Program Manager,7,2,8,10,9,9,9,2,9,10,4,10,10,8,10,6,9,10,20,20,20,20,10,9,10,9,9,9
93,0,94,0,0.27,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,95,1,-0.57,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,96,0,0.55,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,97,1,-0.37,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,98,0,-0.16,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,99,0,0.37,1,0,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,100,1,0.17,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,101,0,0.05,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,102,0,-0.15,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,103,0,-0.06,1,0,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,104,1,0.45,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,105,0,-0.36,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,106,0,0.37,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,107,0,0.23,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,108,0,0.09,1,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,109,0,0.34,0,1,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,110,0,0.31,1,0,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
93,0,111,0,-0.03,0,0,29,,Education Administration,3,2,6,10,7,6,8,7,8,7,5,8,8,6,5,7,6,14,20,18,24,18,6,8,8,8,8,7
94,1,76,1,0.21,0,1,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,77,1,0.56,0,1,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,78,0,0.69,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,79,0,0.27,1,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,80,0,0.61,1,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,81,0,0.6,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,82,1,0.29,0,1,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,83,0,0.54,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,84,0,0.65,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,85,0,0.3,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,86,0,0.27,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,87,0,0.69,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,88,0,0.73,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,89,0,0.18,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,90,0,0.37,1,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,91,0,0.57,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,92,0,0.64,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
94,1,93,0,0.27,0,0,28,,Marketing,7,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5,20,20,20,10,10,20,6,9,9,9,7
95,1,76,0,-0.18,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,77,0,-0.2,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,78,0,-0.16,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,79,0,-0.04,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,80,0,0.31,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,81,0,-0.21,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,82,0,-0.25,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,83,0,0.03,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,84,0,-0.03,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,85,0,-0.37,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,86,0,0.3,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,87,0,0.21,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,88,0,0.3,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,89,0,-0.31,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,90,0,0.32,0,1,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,91,0,-0.12,0,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,92,0,-0.23,1,0,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
95,1,93,1,-0.57,1,1,26,"76,624.00",Business - Investment Management,10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,18,18,18,19,13,14,7,9,8,10,7
96,1,76,0,0.65,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,77,0,0.28,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,78,0,0.55,1,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,79,0,0.49,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,80,0,-0.36,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,81,0,0.37,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,82,0,0.56,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,83,0,0.32,1,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,84,0,0.44,1,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,85,0,0.71,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,86,0,0.11,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,87,0,0.16,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,88,0,-0.06,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,89,0,0.64,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,90,0,0.13,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,91,0,0.28,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,92,0,0.56,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
96,1,93,0,0.55,0,0,26,,Academic or Research staff,5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,10,20,20,22,6,22,7,9,9,9,9
97,1,76,0,0.08,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,77,1,-0.05,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,78,0,0.14,0,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,79,0,-0.27,0,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,80,0,0.23,0,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,81,0,-0.04,1,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,82,0,0.1,0,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,83,0,0.04,0,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,84,0,0.14,0,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,85,0,0.01,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,86,1,-0.07,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,87,0,0.55,1,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,88,0,0.53,1,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,89,0,-0.29,1,0,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,90,0,0.38,0,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,91,1,-0.2,0,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,92,1,0.17,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
97,1,93,1,-0.37,1,1,29,"35,968.00",Professor,6,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5,50,7,20,23,0,0,7,5,7,6,6
98,1,76,0,0.24,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,77,1,0.16,1,1,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,78,0,0.29,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,79,0,0.13,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,80,0,0.25,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,81,0,0.22,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,82,0,0.2,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,83,0,0.26,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,84,0,0.45,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,85,0,0.07,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,86,0,0.13,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,87,0,0.67,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,88,0,0.43,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,89,0,0,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,90,0,0.26,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,91,0,0.11,0,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,92,1,0.41,1,1,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
98,1,93,0,-0.16,1,0,39,"51,725.00",University Professor,8,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7,40,20,15,20,0,5,8,8,8,8,8
99,1,76,0,0.71,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,77,1,0.55,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,78,0,0.43,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,79,0,0.9,0,0,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,80,0,0.14,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,81,1,0.61,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,82,1,0.66,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,83,1,0.79,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,84,0,0.67,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,85,0,0.5,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,86,0,0.8,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,87,1,0.24,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,88,0,0.08,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,89,1,0.64,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,90,0,0.02,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,91,1,0.6,0,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,92,1,0.59,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
99,1,93,0,0.37,1,1,28,"55,419.00",Lawyer,5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,30,30,20,10,10,0,10,10,10,10,8
100,1,76,0,0.51,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,77,0,0.45,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,78,0,0.38,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,79,0,0.56,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,80,0,0.54,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,81,0,0.65,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,82,0,0.43,1,1,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,83,0,0.58,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,84,0,0.62,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,85,0,0.32,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,86,1,0.32,0,1,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,87,0,0.38,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,88,0,0.54,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,89,0,0.13,0,1,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,90,0,0.31,0,1,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,91,0,0.43,1,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,92,0,0.54,0,0,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
100,1,93,1,0.17,0,1,30,,Professor,5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,20,25,25,15,5,10,7,8,8,9,6
101,1,76,0,0.15,0,0,22,,Finance,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,40,8,10,12,10,20,8,8,8,9,9
101,1,77,0,-0.21,0,0,22,,Finance,9,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4,40,8,10,12,10,20,8,8,8,9,9
