Time (mins),Temperature,Tem.,TEM/1000,YFP,Mean11,Mean20,Mean23,,BLUE,Mean11,Mean20,Mean23,,RED,Mean11,Mean20,Mean23,,Timepoint,Cl-,,,,YFP/RED,Mean11,Mean20,Mean23
50.7,,2975.260417,2.975260417,,887.0632935,2470.266174,1513.397644,,,3510.971039,9477.993011,5340.53598,,,662.1018677,1906.184631,1009.019714,,,,,,,,1.339768602,1.295921777,1.499869252
50.8,,2968.75,2.96875,,885.6255188,2470.996613,1511.265167,,,3503.929016,9471.690002,5336.273987,,,665.8160858,1921.369003,1015.872055,,,,,,,,1.33013536,1.286060412,1.487653056
50.9,,2968.75,2.96875,,883.3616028,2469.723846,1495.989594,,,3503.96579,9451.290985,5352.024384,,,661.5021057,1905.569489,1010.727325,,,,,,,,1.335387439,1.296055516,1.480111951
51,,2968.75,2.96875,,883.7360382,2475.818802,1501.715652,,,3502.724304,9504.323425,5308.456726,,,661.3157806,1909.06456,1018.530991,,,,,,,,1.336329881,1.296875367,1.474393677
51.1,,2968.75,2.96875,,887.7362061,2484.311646,1508.439087,,,3509.606079,9467.635132,5251.566284,,,664.3817444,1909.208771,1019.440216,,,,,,,,1.336183924,1.301225766,1.479673906
51.2,,2968.75,2.96875,,879.4500427,2469.211517,1496.78244,,,3508.270966,9507.721893,5312.514374,,,665.170578,1917.537338,1020.316147,,,,,,,,1.322142127,1.287699315,1.466979078
51.3,,2968.75,2.96875,,878.6748047,2472.741699,1498.168579,,,3500.246399,9450.603333,5365.493958,,,665.1739349,1911.042282,1016.409836,,,,,,,,1.320969988,1.293923071,1.473980796
51.4,,2968.75,2.96875,,876.450119,2461.164413,1514.813583,,,3505.05249,9430.862305,5326.270508,,,665.8025055,1919.368607,1018.151443,,,,,,,,1.316381527,1.282278143,1.487807726
51.5,,2968.75,2.96875,,877.9380951,2462.935226,1484.159958,,,3509.393097,9457.154327,5337.458527,,,664.8539124,1920.146271,1021.457672,,,,,,,,1.32049775,1.282681046,1.452982339
51.6,,2968.75,2.96875,,874.725708,2465.90686,1486.487793,,,3508.342773,9454.167969,5341.30127,,,660.8945923,1910.848633,1016.016968,,,,,,,,1.323547988,1.29047734,1.463054103
51.7,,2968.75,2.96875,,879.2337036,2474.294556,1494.900635,,,3507.46814,9449.738403,5355.329712,,,664.9990845,1924.879028,1021.532349,,,,,,,,1.322157766,1.285428601,1.463390402
51.8,,2968.75,2.96875,,881.7132111,2464.477737,1494.594559,,,3503.279297,9487.247559,5290.066406,,,660.492218,1904.639618,1018.373505,,,,,,,,1.334933534,1.293933883,1.467629069
51.9,,2968.75,2.96875,,884.6275635,2475.503906,1504.97876,,,3508.349243,9484.845581,5322.165894,,,663.0939026,1923.839386,1014.630768,,,,,,,,1.334090933,1.286751859,1.483277274
52,,2962.239583,2.962239583,,882.3253021,2468.236984,1510.432907,,,3498.57663,9450.058807,5311.628143,,,668.2132263,1932.325714,1023.722809,,,,,,,,1.32042478,1.277340029,1.475431527
52.1,,2968.75,2.96875,,879.3013763,2457.23381,1500.630417,,,3505.994965,9479.482269,5333.199554,,,660.3988953,1912.556549,1015.20816,,,,,,,,1.33147009,1.284790147,1.478150467
52.2,,2968.75,2.96875,,876.3538818,2461.584045,1510.053162,,,3523.402618,9523.290314,5357.073517,,,662.1188507,1928.622574,1022.586563,,,,,,,,1.323559782,1.276343064,1.476699593
52.3,,2968.75,2.96875,,882.4508057,2474.870544,1505.926819,,,3498.530365,9480.516449,5318.405121,,,658.0930023,1903.642746,1021.54277,,,,,,,,1.34092112,1.300070903,1.474169132
52.4,,2968.75,2.96875,,876.1110382,2463.812332,1500.283279,,,3489.878296,9420.213745,5366.244995,,,659.5309296,1910.874008,1027.485947,,,,,,,,1.328385067,1.289364093,1.460149683
52.5,,2968.75,2.96875,,874.9972839,2453.965057,1497.828827,,,3498.907013,9487.942169,5326.499298,,,657.724411,1901.701462,1021.852951,,,,,,,,1.33034029,1.290404991,1.46579684
52.6,,2968.75,2.96875,,877.0500641,2468.322037,1499.648941,,,3485.515594,9451.519501,5305.003387,,,658.9015198,1907.261078,1026.361542,,,,,,,,1.331079134,1.294171032,1.461131268
52.7,,2968.75,2.96875,,875.8073273,2457.938858,1501.65004,,,3490.359497,9455.470581,5316.099487,,,661.4340973,1932.205826,1023.454971,,,,,,,,1.324103688,1.27208956,1.46723606
52.8,,2968.75,2.96875,,874.8954163,2457.101715,1504.67569,,,3496.664368,9480.753479,5346.379456,,,658.8807068,1919.371185,1019.726166,,,,,,,,1.327851017,1.280159739,1.475568383
52.9,,2968.75,2.96875,,871.5428314,2455.744064,1508.578537,,,3477.304749,9421.729553,5345.400452,,,661.9745331,1924.409836,1024.512253,,,,,,,,1.316580605,1.276102428,1.472484622
53,,2968.75,2.96875,,873.7384644,2458.621826,1514.995972,,,3476.111053,9423.870087,5350.300751,,,660.4070282,1920.991928,1022.952499,,,,,,,,1.323030233,1.279870982,1.481003246
53.1,,2955.729167,2.955729167,,871.6239471,2449.253342,1511.966599,,,3471.552216,9410.215057,5341.486542,,,658.3362274,1911.605942,1020.582138,,,,,,,,1.323979922,1.281254305,1.481474682
53.2,,2955.729167,2.955729167,,874.2242737,2450.949615,1515.833038,,,3471.410034,9406.050171,5353.031128,,,655.1905518,1903.848816,1021.287048,,,,,,,,1.334305373,1.287365675,1.484237992
53.3,,2955.729167,2.955729167,,872.2550964,2452.761017,1514.334015,,,3460.29895,9387.306274,5347.729126,,,661.9429169,1924.362961,1029.629807,,,,,,,,1.317719511,1.274583364,1.470755805
53.4,,2929.6875,2.9296875,,870.7496948,2446.459473,1511.661621,,,3471.051483,9420.796356,5364.441376,,,660.536377,1921.145996,1026.172607,,,,,,,,1.318246391,1.273437562,1.473106581
53.5,,2929.6875,2.9296875,,868.2269745,2443.061325,1506.39299,,,3446.183777,9370.400574,5321.10614,,,651.8704987,1900.383804,1016.624527,,,,,,,,1.331901008,1.285562064,1.48175944
53.6,,2929.6875,2.9296875,,867.4329376,2448.097794,1505.756973,,,3448.039825,9371.34549,5328.213654,,,654.1138763,1901.102219,1018.123947,,,,,,,,1.32611915,1.287725494,1.478952516
53.7,,2929.6875,2.9296875,,863.2398834,2429.768753,1507.561966,,,3455.766388,9376.231232,5352.127228,,,651.7875824,1900.523666,1021.331039,,,,,,,,1.324419039,1.278473295,1.476075736
53.8,,2929.6875,2.9296875,,860.747345,2433.056244,1490.538544,,,3437.790985,9356.995087,5361.756317,,,647.2046051,1891.758621,1015.111282,,,,,,,,1.329946261,1.286134614,1.468349894
53.9,,2936.197917,2.936197917,,864.4361725,2444.502213,1493.8069,,,3440.457733,9338.043182,5361.773163,,,651.2596436,1898.531494,1021.200806,,,,,,,,1.327329554,1.287575276,1.462794479
54,,2949.21875,2.94921875,,859.6602173,2436.63739,1489.081482,,,3434.396057,9345.874329,5370.24054,,,651.5412598,1904.396301,1024.050964,,,,,,,,1.3194256,1.279480216,1.454108764
54.1,,2968.75,2.96875,,859.5042419,2427.15683,1483.883514,,,3440.140564,9354.973572,5373.240662,,,645.0566559,1878.205032,1009.202103,,,,,,,,1.332447676,1.292274692,1.470353174
54.2,,2936.197917,2.936197917,,859.8565521,2441.268784,1492.175522,,,3429.547607,9329.569824,5355.61377,,,651.561676,1897.981354,1015.02774,,,,,,,,1.319685586,1.286244872,1.470083489
54.3,,2949.21875,2.94921875,,858.0421295,2434.504166,1485.175797,,,3444.107635,9390.344208,5391.659149,,,658.0813904,1913.240204,1027.060516,,,,,,,,1.303854116,1.272450872,1.44604507
54.4,,2968.75,2.96875,,856.0200043,2431.729233,1489.287216,,,3430.181854,9339.860809,5378.244598,,,648.5752106,1885.411026,1012.998672,,,,,,,,1.319846936,1.2897608,1.470176869
54.5,,2968.75,2.96875,,852.3385162,2425.782303,1492.599319,,,3424.996216,9368.216187,5334.327515,,,651.0175323,1900.601334,1021.108902,,,,,,,,1.309240495,1.276323582,1.461743519
54.6,,2968.75,2.96875,,850.3545685,2418.999832,1485.332352,,,3420.222565,9362.463043,5324.913727,,,652.4709167,1903.530975,1027.37973,,,,,,,,1.303283482,1.270796149,1.445748157
54.7,,2968.75,2.96875,,844.7498627,2403.432053,1484.825119,,,3418.284546,9364.348999,5341.796265,,,652.9279175,1916.100586,1021.316406,,,,,,,,1.293787323,1.254335013,1.45383459
54.8,,2968.75,2.96875,,848.9057922,2416.317719,1489.495331,,,3414.120392,9337.605499,5326.170441,,,651.3154449,1894.83815,1024.552628,,,,,,,,1.303371199,1.275210613,1.453800704
54.9,,2968.75,2.96875,,851.386795,2412.639481,1495.456375,,,3420.755524,9359.235992,5351.955231,,,657.9213409,1917.382584,1023.873795,,,,,,,,1.294055599,1.258298423,1.46058663
55,,2968.75,2.96875,,846.6224518,2403.455582,1489.265884,,,3423.774231,9377.161194,5371.687561,,,655.5532532,1913.751678,1026.93515,,,,,,,,1.291462513,1.255886858,1.450204411
55.1,,2968.75,2.96875,,846.7544098,2416.757645,1494.762527,,,3406.051788,9326.256378,5343.231964,,,651.5320435,1916.899841,1021.26886,,,,,,,,1.299635863,1.260763652,1.463632728
55.2,,2968.75,2.96875,,842.9878082,2407.001114,1487.862198,,,3409.846008,9351.610413,5364.509827,,,652.8538055,1918.619492,1026.436874,,,,,,,,1.291235191,1.254548452,1.449540868
55.3,,2968.75,2.96875,,842.4806061,2403.495987,1487.891373,,,3399.421021,9346.287231,5346.917603,,,653.6433258,1918.794693,1028.324722,,,,,,,,1.288899577,1.252607168,1.446908102
55.4,,2968.75,2.96875,,844.3289185,2411.899231,1492.035706,,,3401.548828,9344.761719,5360.771484,,,654.0603333,1923.701569,1026.33609,,,,,,,,1.290903722,1.253780353,1.453749624
55.5,,2968.75,2.96875,,843.8358002,2404.888718,1495.979782,,,3409.971527,9366.597992,5370.727386,,,654.4574585,1927.89624,1031.249756,,,,,,,,1.289366924,1.247416053,1.450647405
55.6,,2968.75,2.96875,,841.4781647,2400.286209,1491.796463,,,3414.74826,9386.610565,5397.603241,,,649.9709167,1914.618378,1028.661102,,,,,,,,1.294639718,1.253662995,1.450231237
55.7,,2968.75,2.96875,,841.2818146,2405.508011,1497.334061,,,3407.18454,9367.424042,5397.059784,,,653.5527191,1923.536118,1028.045639,,,,,,,,1.287243997,1.250565554,1.456485981
55.8,,2968.75,2.96875,,841.9057617,2403.870422,1502.730896,,,3393.572754,9342.723389,5406.309814,,,647.692688,1905.347717,1029.964661,,,,,,,,1.299853738,1.261643951,1.459012094
55.9,,2968.75,2.96875,,841.600235,2401.694107,1503.9048,,,3399.3237,9355.494843,5412.428925,,,650.7784882,1913.901901,1035.02507,,,,,,,,1.293220735,1.254867925,1.453012921
56,,2968.75,2.96875,,838.710144,2405.978516,1491.103882,,,3391.185638,9335.65976,5416.182709,,,645.8368073,1903.663651,1029.96553,,,,,,,,1.29864098,1.263867446,1.447722121
56.1,,2968.75,2.96875,,842.0474701,2410.815781,1497.656845,,,3393.333252,9369.072266,5375.757813,,,646.3327637,1904.13855,1030.771973,,,,,,,,1.302807961,1.266092628,1.452946806
56.2,,2968.75,2.96875,,834.2263184,2395.295959,1491.483093,,,3392.851654,9346.568207,5381.075531,,,646.6111298,1900.49437,1034.169785,,,,,,,,1.290151499,1.260354147,1.442203317
56.3,,2968.75,2.96875,,839.0126038,2401.155365,1493.46701,,,3381.298462,9357.011597,5385.529663,,,645.9915314,1901.201614,1033.907059,,,,,,,,1.298798147,1.262967245,1.444488649
56.4,,2968.75,2.96875,,833.3632507,2390.970917,1490.377655,,,3377.539795,9327.788574,5365.992676,,,649.6783752,1907.177338,1037.787445,,,,,,,,1.282732014,1.25366995,1.436110701
56.5,,2968.75,2.96875,,830.8338776,2388.113297,1482.984756,,,3385.425842,9355.993958,5371.05011,,,640.4653473,1894.361588,1026.315079,,,,,,,,1.297234708,1.2606428,1.444960507
56.6,,2968.75,2.96875,,840.5667267,2395.180801,1480.984879,,,3385.076904,9310.551025,5422.006104,,,650.4258423,1915.793274,1037.275085,,,,,,,,1.292332918,1.250229257,1.427764823
56.7,,2981.770833,2.981770833,,843.0904083,2404.729874,1484.36293,,,3416.977417,9372.077271,5442.444946,,,645.605011,1908.753204,1033.496124,,,,,,,,1.305891983,1.259843267,1.436253988
56.8,,3007.8125,3.0078125,,836.2552338,2401.841721,1480.922043,,,3389.597229,9309.715881,5405.985413,,,646.4345551,1910.88652,1032.888229,,,,,,,,1.293642531,1.256925356,1.433767954
56.9,,2988.28125,2.98828125,,839.2263641,2399.294357,1488.195358,,,3387.750214,9266.234833,5408.697235,,,645.6960449,1906.077148,1034.790039,,,,,,,,1.299723563,1.25876036,1.438161658
57,,2968.75,2.96875,,841.4935303,2410.916931,1497.465393,,,3386.276947,9325.502533,5365.020111,,,649.4894714,1925.271759,1033.74588,,,,,,,,1.295623051,1.252247596,1.448581728
57.1,,2968.75,2.96875,,840.7891541,2407.501068,1496.393036,,,3392.527466,9335.974487,5377.271851,,,651.5413818,1933.887939,1036.817627,,,,,,,,1.290461631,1.244902054,1.443255783
57.2,,2968.75,2.96875,,835.639267,2394.198227,1493.622787,,,3393.506714,9322.494751,5392.529419,,,646.2701263,1920.297104,1035.955917,,,,,,,,1.293018558,1.246785314,1.441782186
57.3,,2968.75,2.96875,,842.3075562,2403.382019,1508.294006,,,3381.884216,9284.615173,5374.908142,,,647.0814209,1922.014099,1033.842224,,,,,,,,1.301702582,1.250449734,1.458920879
57.4,,2968.75,2.96875,,834.3258667,2387.401428,1493.925598,,,3379.614471,9322.236542,5388.67746,,,646.0601501,1919.649994,1036.241058,,,,,,,,1.291405864,1.243664958,1.441677673
57.5,,2968.75,2.96875,,834.0557404,2383.936111,1491.938187,,,3361.072083,9263.006409,5359.356506,,,641.4230194,1908.628098,1028.825974,,,,,,,,1.300320873,1.249031236,1.450136588
57.6,,2968.75,2.96875,,834.6073456,2391.256943,1499.165146,,,3368.131073,9306.308563,5384.790985,,,641.797348,1915.556931,1033.120529,,,,,,,,1.300421929,1.248335095,1.451103819
57.7,,2968.75,2.96875,,832.5655975,2389.435959,1497.26799,,,3363.400757,9275.110229,5385.534546,,,640.3421021,1904.892151,1030.591492,,,,,,,,1.30018875,1.254368106,1.452823939
57.8,,2968.75,2.96875,,831.2589417,2386.566498,1505.382538,,,3352.075012,9263.30426,5364.2901,,,639.5804901,1911.180771,1034.699081,,,,,,,,1.299694025,1.248739279,1.454898883
57.9,,2968.75,2.96875,,828.1783295,2376.002731,1499.849289,,,3357.946838,9270.797913,5388.857483,,,644.8574524,1919.427948,1040.247162,,,,,,,,1.284281241,1.237870238,1.441820121
58,,2968.75,2.96875,,830.9759827,2386.834503,1499.232697,,,3354.502686,9270.805908,5379.372314,,,643.9521637,1918.614883,1035.855728,,,,,,,,1.29043123,1.24404044,1.447337362
58.1,,2968.75,2.96875,,835.3958588,2394.980209,1502.913803,,,3357.487671,9274.977173,5385.147583,,,645.7449341,1921.920959,1036.780212,,,,,,,,1.293693244,1.246138764,1.449597306
58.2,,2968.75,2.96875,,829.1844177,2384.958771,1499.697052,,,3344.934937,9245.283569,5379.202026,,,643.9862823,1919.923721,1032.422867,,,,,,,,1.28758087,1.242215378,1.452599608
58.3,,2968.75,2.96875,,830.6901245,2382.799683,1501.702393,,,3337.551849,9238.26767,5381.360931,,,645.3029938,1904.626724,1028.413101,,,,,,,,1.287286953,1.251058621,1.460213207
58.4,,2968.75,2.96875,,829.756897,2393.321228,1509.964172,,,3343.211334,9226.845367,5383.444977,,,647.8493805,1926.665237,1043.265823,,,,,,,,1.280786741,1.242209171,1.447343657
58.5,,2968.75,2.96875,,829.0720673,2378.290329,1496.617233,,,3349.34201,9252.832001,5410.116669,,,642.3773651,1907.807785,1034.476364,,,,,,,,1.290630885,1.246608986,1.446738935
58.6,,2968.75,2.96875,,828.450058,2375.500534,1502.93425,,,3323.539154,9194.809174,5385.814545,,,641.3230743,1919.80275,1041.472061,,,,,,,,1.291782708,1.237366982,1.443086479
58.7,,2968.75,2.96875,,830.4840088,2398.948242,1499.543213,,,3324.982391,9176.372528,5387.013641,,,646.9583435,1911.624237,1040.75473,,,,,,,,1.283674625,1.254926672,1.440822866
58.8,,2968.75,2.96875,,826.3392944,2379.456909,1487.71228,,,3324.782043,9206.487854,5413.354065,,,644.7638397,1917.23259,1042.39592,,,,,,,,1.281615444,1.241089329,1.427204627
58.9,,2968.75,2.96875,,825.9151764,2385.303604,1490.135635,,,3324.75415,9201.544678,5404.685791,,,643.6617432,1913.467957,1037.812073,,,,,,,,1.283150949,1.246586647,1.43584342
59,,2968.75,2.96875,,824.5124512,2392.476013,1495.216614,,,3308.97345,9177.924866,5397.503479,,,644.5579529,1920.913361,1042.722076,,,,,,,,1.279190564,1.245488767,1.433955075
59.1,,2968.75,2.96875,,823.0925293,2386.826599,1490.407898,,,3300.853271,9160.028809,5386.626465,,,642.4417114,1915.144409,1044.999756,,,,,,,,1.281194098,1.246290665,1.426227987
59.2,,2968.75,2.96875,,821.8898468,2380.899002,1487.197098,,,3309.821533,9175.847168,5395.094727,,,642.1146545,1916.522797,1043.269012,,,,,,,,1.279973664,1.242301425,1.42551641
59.3,,2968.75,2.96875,,820.6140442,2371.536652,1505.719635,,,3288.131622,9137.358673,5369.091583,,,640.2362823,1910.270767,1040.939713,,,,,,,,1.281736238,1.241466232,1.446500327
59.4,,2968.75,2.96875,,820.428772,2374.969543,1492.723328,,,3299.618896,9168.193604,5422.170166,,,641.1157532,1910.698578,1043.976532,,,,,,,,1.279688992,1.242984933,1.429843758
59.5,,2968.75,2.96875,,822.8125458,2382.472824,1501.548874,,,3288.971893,9125.574432,5411.494843,,,639.4347076,1899.88826,1043.861771,,,,,,,,1.286781177,1.254006814,1.438455662
59.6,,2968.75,2.96875,,822.9168243,2394.976517,1507.872513,,,3277.678101,9151.389771,5342.564087,,,638.2734985,1902.455017,1041.504211,,,,,,,,1.28928559,1.25888733,1.447783404
59.7,,2968.75,2.96875,,822.1872101,2391.4767,1506.886368,,,3285.443939,9125.117523,5403.079437,,,640.4409637,1904.756088,1043.676743,,,,,,,,1.283782982,1.255529101,1.443824804
59.8,,2968.75,2.96875,,819.8924561,2379.005249,1496.772461,,,3293.818054,9149.04364,5416.895691,,,641.0375366,1907.667908,1045.661682,,,,,,,,1.279008497,1.247075154,1.431411791
59.9,,2968.75,2.96875,,827.8964996,2390.094742,1495.921402,,,3292.291351,9191.928802,5362.141205,,,638.4042511,1904.810928,1046.252213,,,,,,,,1.296821721,1.254767445,1.429790431
60,,2968.75,2.96875,,824.0711823,2371.481766,1496.811111,,,3284.26825,9140.967712,5345.080017,,,639.6829071,1911.423203,1039.377182,,,,,,,,1.288249495,1.240689013,1.440103879
60.1,,2968.75,2.96875,,822.0305023,2368.185898,1493.217636,,,3295.080261,9143.288025,5353.721619,,,639.7844391,1906.345413,1037.524979,,,,,,,,1.284855417,1.242264849,1.439211264
60.2,,2968.75,2.96875,,822.9252777,2376.850266,1504.004562,,,3277.876373,9093.191315,5327.695221,,,640.0538025,1915.398895,1039.790497,,,,,,,,1.285712661,1.24091659,1.446449614
60.3,,2968.75,2.96875,,821.1420898,2375.663879,1502.859192,,,3278.682037,9108.524078,5339.214508,,,640.3785095,1911.33902,1038.494904,,,,,,,,1.28227615,1.242931712,1.447151244
60.4,,2968.75,2.96875,,816.4363403,2360.00177,1493.939392,,,3279.105286,9108.186096,5342.063538,,,638.2149811,1913.980789,1041.614212,,,,,,,,1.279249727,1.233033154,1.43425404
60.5,,2968.75,2.96875,,813.8746643,2350.86087,1495.289459,,,3271.961548,9109.863159,5369.826538,,,633.8934479,1901.724564,1037.758011,,,,,,,,1.283929763,1.236173164,1.440884526
60.6,,2968.75,2.96875,,817.3183289,2359.552765,1504.27359,,,3267.836578,9059.729156,5359.563141,,,638.3562775,1914.612442,1044.898331,,,,,,,,1.280348228,1.232391848,1.439636322
60.7,,2968.75,2.96875,,812.0026855,2348.566467,1492.713684,,,3282.109802,9128.760681,5378.168884,,,635.3534698,1902.910599,1041.421463,,,,,,,,1.278032975,1.234196955,1.433342539
60.8,,2968.75,2.96875,,813.0917816,2355.858566,1498.74614,,,3253.791077,9056.361145,5349.472961,,,636.4926605,1908.920639,1045.576767,,,,,,,,1.27745665,1.234131225,1.433415687
60.9,,2968.75,2.96875,,817.9715271,2374.553802,1496.80722,,,3249.678833,9023.606079,5357.636353,,,633.6385651,1909.384415,1050.129776,,,,,,,,1.290911842,1.243622701,1.425354518
61,,2968.75,2.96875,,812.6850739,2359.504654,1489.442276,,,3246.226471,9028.764313,5377.085114,,,632.5348358,1901.442368,1044.237778,,,,,,,,1.284806825,1.240902535,1.426343988
61.1,,2968.75,2.96875,,812.0787506,2361.143631,1488.317093,,,3228.935913,8997.969849,5347.468384,,,634.0726013,1895.535065,1041.387238,,,,,,,,1.280734649,1.245634373,1.429167786
61.2,,2968.75,2.96875,,813.2346802,2367.104797,1491.615173,,,3235.295227,9007.321838,5352.940491,,,635.8623657,1909.713196,1047.808533,,,,,,,,1.278947653,1.239508007,1.423557002
61.3,,2968.75,2.96875,,807.2471771,2353.730698,1483.959946,,,3239.144501,9012.292694,5354.672089,,,640.2265167,1915.269485,1055.144852,,,,,,,,1.260877449,1.228929253,1.406404005
61.4,,2968.75,2.96875,,810.2161713,2356.168686,1487.666489,,,3251.245178,9043.135071,5390.037415,,,636.3059387,1902.983246,1048.178192,,,,,,,,1.273312289,1.238144735,1.41928777
61.5,,2968.75,2.96875,,806.980072,2357.05722,1483.453339,,,3230.766541,9015.816833,5364.704529,,,638.4522247,1908.30043,1047.89064,,,,,,,,1.26396313,1.235160451,1.415656636
61.6,,2968.75,2.96875,,802.8889313,2337.976578,1476.91774,,,3248.158783,9041.988373,5388.439056,,,638.148056,1910.458908,1051.773483,,,,,,,,1.25815463,1.223777475,1.404216557
61.7,,2968.75,2.96875,,803.8964081,2340.863632,1483.073593,,,3227.811462,8982.881042,5356.286804,,,638.4863281,1911.264954,1048.136169,,,,,,,,1.25906597,1.224771912,1.414962708
61.8,,2968.75,2.96875,,809.8095856,2357.082657,1487.369034,,,3224.360046,8998.862,5359.544128,,,637.9916382,1910.537231,1043.983032,,,,,,,,1.269310657,1.233727675,1.424706138
61.9,,2968.75,2.96875,,799.7247314,2330.262573,1478.384033,,,3224.377869,9002.421082,5361.206238,,,639.3687439,1917.346527,1051.134125,,,,,,,,1.250803608,1.215358069,1.406465644
62,,2968.75,2.96875,,801.5926514,2341.522522,1478.787292,,,3219.871765,8994.041687,5345.179871,,,636.4390411,1904.95015,1047.142776,,,,,,,,1.259496353,1.229177846,1.412211711
62.1,,2968.75,2.96875,,799.0437164,2325.295792,1487.305435,,,3209.621735,8973.078766,5340.188629,,,638.0661316,1915.180389,1050.526215,,,,,,,,1.252289813,1.214139307,1.415771843
62.2,,2968.75,2.96875,,803.2828217,2329.197433,1492.181686,,,3196.700134,8934.848083,5313.227478,,,633.9347534,1906.128784,1044.975098,,,,,,,,1.26713801,1.221951766,1.427959087
62.3,,2968.75,2.96875,,801.3804169,2342.51976,1480.911118,,,3224.982147,9007.858612,5378.627655,,,632.4989166,1896.75795,1044.067398,,,,,,,,1.267006782,1.235012491,1.41840567
62.4,,2968.75,2.96875,,801.662735,2336.144119,1486.442459,,,3190.158539,8970.232269,5278.225922,,,630.2196655,1894.500061,1043.735046,,,,,,,,1.272037004,1.233119052,1.424156891
62.5,,2962.239583,2.962239583,,799.7236023,2333.113861,1480.033661,,,3195.601532,8985.069061,5313.238007,,,635.2053833,1904.417908,1052.756165,,,,,,,,1.259000039,1.225106029,1.405865585
62.6,,2968.75,2.96875,,798.0114136,2334.741394,1487.394104,,,3198.686462,8975.729675,5305.369812,,,632.5218964,1898.125839,1046.448593,,,,,,,,1.261634448,1.230024557,1.421373313
62.7,,2968.75,2.96875,,801.7571564,2341.421219,1486.46785,,,3206.88797,8994.688507,5317.893097,,,632.7748871,1894.698654,1045.494675,,,,,,,,1.267049582,1.235774994,1.421784238
62.8,,2968.75,2.96875,,801.6946869,2340.693405,1489.257248,,,3196.165894,8977.390991,5320.085327,,,636.1546173,1906.988174,1057.429703,,,,,,,,1.260219866,1.227429429,1.408374707
62.9,,2968.75,2.96875,,797.5275879,2324.402527,1489.804749,,,3208.101074,9002.509277,5349.635742,,,635.2716675,1915.409851,1048.705627,,,,,,,,1.255411863,1.213527499,1.420612906
63,,2968.75,2.96875,,800.9755859,2332.211426,1491.776733,,,3195.416107,8974.549408,5348.911224,,,632.6536407,1914.080643,1046.243729,,,,,,,,1.266057024,1.21844993,1.42584055
63.1,,2968.75,2.96875,,800.5714874,2329.152725,1492.191177,,,3179.566101,8921.606873,5322.454041,,,632.3162994,1903.317581,1041.976883,,,,,,,,1.266093391,1.223733101,1.432077047
63.2,,2968.75,2.96875,,796.2076111,2320.600067,1489.823944,,,3201.791962,8999.843231,5370.790009,,,632.3503113,1906.669464,1045.563873,,,,,,,,1.259124249,1.217096152,1.424899982
63.3,,2968.75,2.96875,,790.3017273,2321.433075,1489.73996,,,3166.422089,8907.96579,5332.29245,,,630.3337097,1908.980011,1046.258209,,,,,,,,1.25378306,1.216059394,1.423874094
63.4,,2968.75,2.96875,,800.2501678,2335.706345,1479.753098,,,3184.900177,8910.036652,5335.14212,,,633.3946381,1910.655685,1050.654099,,,,,,,,1.2634306,1.222463243,1.408411293
63.5,,2968.75,2.96875,,793.2151337,2326.237473,1476.482468,,,3176.651031,8902.484283,5326.556061,,,639.3541718,1924.520981,1062.482651,,,,,,,,1.240650595,1.208735834,1.389653249
63.6,,2968.75,2.96875,,793.7458801,2326.160431,1479.67215,,,3174.514954,8893.310364,5323.659485,,,627.3368683,1900.763443,1045.516739,,,,,,,,1.265262605,1.223803225,1.415254385
63.7,,2968.75,2.96875,,797.2688446,2335.082687,1506.852097,,,3159.916687,8863.874207,5313.339539,,,632.971756,1912.381363,1056.17482,,,,,,,,1.259564644,1.221034012,1.426707083
63.8,,2968.75,2.96875,,798.4756012,2339.846146,1484.670364,,,3175.061371,8905.270355,5342.006683,,,633.022049,1906.910416,1056.504166,,,,,,,,1.261370915,1.22703517,1.405266929
63.9,,2968.75,2.96875,,797.7504425,2340.314407,1493.606522,,,3168.551056,8878.800812,5340.668976,,,624.9665222,1894.951691,1050.108429,,,,,,,,1.276469081,1.235025895,1.422335523
64,,2968.75,2.96875,,802.6433716,2356.876221,1506.51062,,,3163.064148,8894.916199,5360.04657,,,629.8673401,1911.890228,1051.856659,,,,,,,,1.27430543,1.232746622,1.432239467
64.1,,2975.260417,2.975260417,,796.220047,2332.553787,1488.831985,,,3178.926239,8925.823212,5375.964813,,,631.4178162,1918.569977,1053.889191,,,,,,,,1.261003454,1.21577728,1.412702586
64.2,,2968.75,2.96875,,796.5358582,2334.123077,1493.146393,,,3173.416199,8961.723328,5321.681335,,,627.7111664,1905.0634,1055.663864,,,,,,,,1.268952825,1.225220681,1.41441461
64.3,,2968.75,2.96875,,794.622757,2340.872269,1498.469925,,,3161.035187,8941.723663,5328.714386,,,630.5233154,1905.916626,1058.420044,,,,,,,,1.260259117,1.228213363,1.415761099
64.4,,2968.75,2.96875,,794.46698,2322.756958,1494.386719,,,3157.948395,8909.630035,5332.372711,,,627.2366791,1909.976669,1052.296616,,,,,,,,1.266614352,1.216117974,1.420119286
64.5,,2968.75,2.96875,,790.7412872,2316.479324,1495.372025,,,3160.844513,8926.903839,5346.272003,,,627.6185761,1905.704636,1051.879929,,,,,,,,1.259907398,1.215550029,1.421618555
64.6,,2981.770833,2.981770833,,795.6976013,2329.406097,1506.241425,,,3143.414886,8884.063568,5335.458099,,,626.1418915,1908.699203,1049.587997,,,,,,,,1.270794387,1.220415502,1.435078744
